7bbe1938680a411db1f29da2c0d1d714,PAC to the Future,4514300.00
808c92d11e4b4940970a15bf9de252d9,Latham & Watkins,4512032.15
e20b47420b2140a4a56e4c661fa5b3dc,National Assn of Postmasters,4500475.00
68f06f1aa2ca4af9a78b45a2b77bd2e8,Hogan & Hartson,4497300.80
83fa92d8f99f4570bfa449c96fd10956,Textron Inc,4494443.00
08c34891c3134e2e9a24409d0628d518,GTE Corp,4484927.39
d44ed3cafeee49a1a6e943c7d61ee2cc,Hewlett-Packard,4481629.46
95468b7cb26c46de9e0bbaa0e992d9ec,American Assn of Nurse Anesthetists,4462098.00
aedf05a0ccbe4cd196ea0b40f19e939c,Northwestern Mutual Life,4410931.45
61617ca172cd44f586328cfd7a67f44a,DuPont Co,4391416.57
c28bf9dd2a0b4ac19408b645ecc74a7a,Independent Community Bankers of America,4387266.12
f9ba6d56e93e474ea832eee27067d1ac,Federated Investors Inc,4382037.00
57e1b4b44aff4a0aae71b69f471dc136,Bristol-Myers Squibb,4359531.51
3c35e9f32b764e7983f06021dbc93a53,SENATE DEMOCRATIC MAJORITY OF NEW JERSEY,4342105.03
890f8c2490934763a5200c5395bf5aec,Humana Inc,4326538.45
71d460b0ad414c238d373832375c73f4,US Dept of Defense,4303456.00
ba16c30d398648a18c608a2a34cc2174,Food Marketing Institute,4298446.00
fa23f5f0854a4c4fa11b159f6754d3b6,KidsPAC,4295505.00
22dc6da76ce640d3bda607ac51936760,TEXAS REPUBLICAN PARTY,4279509.67
71c49bc56b3a4d369e727fd22744876a,Blackstone Group,4261214.56
3d7686464c794d37817e1dd09c6d4ba0,Crow Holdings,4258835.20
36b42f7641554bd98a7467923d5f77a6,Motorola Inc,4239993.66
4cb91247e08242549916280645ada009,Southern Co,4220046.00
6da92f051f974535aa77a41ef4801e82,Monsanto Co,4187502.38
054108ff243845b8ae77ab4325870f6a,Dow Chemical,4157553.63
833e6961d4254c9ca76d0812413dec96,Cendant Corp,4156792.00
1fecb472df7444d3822e784f1a0845e6,Charles Schwab & Co,4136927.00
366a6f39d3db49cabbefb0e865d293fb,Arcus Foundation,4125679.80
5662459bf8c243d7bbd9f5c85a568e99,Stanford University,4107623.00
4a13a3a0559047458ca9132b4293dba4,Florida Power & Light,4106943.00
b4c7ee21345c459d9a2b14dec2f52122,Bain Capital,4089560.00
d8b2b6e7dd4f4d44a53870508392e2fe,ILLINOIS TRIAL LAWYERS ASSOC,4085026.65
2fe15b8de0074843a984cc2667eeec45,Capital Group Companies,4062244.00
804388f5650e48a3b46970b1e76bf5d6,Energy Future Holdings Corp,4061908.86
54a218a012894d7385dda6b1ef4bc6ae,Winston & Strawn,4059166.40
75d61655822e47778401453ff29ff4a7,Wine & Spirits Wholesalers of America,4057846.11
1aa6d798e0824f5aa10e976e136de241,National PAC,4054750.00
18e00d4632da49d7bf058559c76910c8,Bryan Cave LLP,4054512.90
d623cb69e1ff4c6b904e67ddbb27d24d,Schering-Plough Corp,4043916.31
2609005fc9564b2b8171c7c327f79188,Timken Co,3998881.93
0b58a8a8102348bc85a1d13882411a47,Metlife Inc,3985999.00
40bdcd67dd2348a0af8699edaf772571,American College of Radiology,3981623.00
691e0f84c20e487596a88f6376eda155,General Atomics,3976301.47
8cc7b9708fe643d6b58846f4d3f7dc89,USAA,3975314.62
014ef19d541448cc83b45f98764b7aa1,Clifford Law Offices,3972398.96
48b32761a60d4073bfb3474d41dfffb6,Station Casinos,3955248.78
ef389f39acc141b7a9b554048ae9d95d,CH2M HILL,3947606.52
efb5af4a2d044c8d885ec10e02c2609e,Clear Channel Communications,3928696.42
91dfa5e13b8142769904bb5111f8b2fb,Deloitte Touche Tohmatsu,3915014.00
9070ecd132f44963a369479e91950283,Procter & Gamble,3911791.08
299af6afaaaa4332bc151f168470dfff,US House of Representatives,3910468.55
7b7d9f9dcc7e4dd58e45c7fc1ebb127f,Washington Group,3908005.24
060c2f9f94ca41b18941a355efa14382,COLDWELL BANKER,3906271.23
6637f7b07b194354a9883e00021df842,PMA Group,3899222.00
b1c130da88de4cd496468b464808c428,VIRGINIA HOUSE DEMOCRATIC CAUCUS,3897488.75
99cb6662b2f541859f5bebcb9c158f99,Fulbright & Jaworski,3888072.55
4bf7dc163d1d4f1e895e8ffbe1b62792,Enron Corp,3887020.60
5cd6cfddbe454f69ac8b5ea0a800aa05,Girardi & Keese,3857629.80
4966257e103a45f5b13d901058b0c0be,Chesapeake Energy,3845304.91
d5bc3b5e617b43ed89e73000de9ff379,Van Scoyoc Assoc,3823531.00
01758418e973471aab25aac0168c689c,Gap Inc,3813809.44
3c3f0a2212224ab38161e5c7abbb9fbe,HSBC Holdings,3806351.08
a904e5d8c5974dde950311a985334414,United Airlines,3805778.64
